â∑ìx [K],L,t,d,ñ êœS,åvéZÇµÇΩQ_h,L_net(ê›åvèåèÇ∆Ç»ÇÈ),D_p,S_p,delta_p,d_k,âÒì]êî,L_h,L_k,L_s,L_pe,L_pc,X_R,X,P_max,phi,L_net
497,50,50,2,0.053,173.2961221255831,2.4268430784588704,18,14.8,3.0,4.9,1998.0914870688862,20.049940395980563,99.85839233652642,44.400000000000006,71.94994039598058,44.400000000000006,0.5217717717717718,2.521771771771772,159.99960448656083,56.98018476610855,1.280371169443032
498,50,50,2,0.053,171.0927916957384,2.40491875877544,18,14.8,3.0,4.9,1980.0405480081467,20.049940395980563,99.85839233652642,44.400000000000006,71.94994039598058,44.400000000000006,0.5217717717717718,2.521771771771772,160.01728014549636,57.03278479618968,1.274941627432202
499,50,50,2,0.053,168.8876334639249,2.3827032857435504,18,14.8,3.0,4.9,1961.7498938079516,20.049940395980563,99.85839233652642,44.400000000000006,71.94994039598058,44.400000000000006,0.5217717717717718,2.521771771771772,160.03500440630447,57.085236342717366,1.2692358909914585
500,50,50,2,0.053,166.68063835755424,2.3601978391429683,18,14.8,3.0,4.9,1943.2204958157822,20.049940395980563,99.85839233652642,44.400000000000006,71.94994039598058,44.400000000000006,0.5217717717717718,2.521771771771772,160.052776935949,57.13753994598909,1.2632526668103214
501,50,50,2,0.053,164.4717973103752,2.337403586526689,18,14.8,3.0,4.9,1924.4533153124562,20.049940395980563,99.85839233652642,44.400000000000006,71.94994039598058,44.400000000000006,0.5217717717717718,2.521771771771772,160.07059740404614,57.18969614424505,1.2569906717227424
502,50,50,2,0.053,162.26110126224097,2.3143216833419236,18,14.8,3.0,4.9,1905.4493036117424,20.049940395980563,99.85839233652642,44.400000000000006,71.94994039598058,44.400000000000006,0.5217717717717718,2.521771771771772,160.08846548283873,57.2417054736731,1.2504486325374484
503,50,50,2,0.053,160.04854115887795,2.2909532730495457,18,14.8,3.0,4.9,1886.2094021587054,20.049940395980563,99.85839233652642,44.400000000000006,71.94994039598058,44.400000000000006,0.5217717717717718,2.521771771771772,160.106380847171,57.29356846841374,1.2436252858708015
504,50,50,2,0.053,157.83410795165557,2.2672994872420364,18,14.8,3.0,4.9,1866.7345426268118,20.049940395980563,99.85839233652642,44.400000000000006,71.94994039598058,44.400000000000006,0.5217717717717718,2.521771771771772,160.1243431744639,57.34528566056515,1.2365193779821306
505,50,50,2,0.053,155.6177925973568,2.243361445759916,18,14.8,3.0,4.9,1847.0256470137913,20.049940395980563,99.85839233652642,44.400000000000006,71.94994039598058,44.400000000000006,0.5217717717717718,2.521771771771772,160.14235214469005,57.39685758018832,1.2291296646114713
506,50,50,2,0.053,153.39958605794985,2.2191402568067056,18,14.8,3.0,4.9,1827.0836277362907,20.049940395980563,99.85839233652642,44.400000000000006,71.94994039598058,44.400000000000006,0.5217717717717718,2.521771771771772,160.16040744034967,57.44828475531211,1.221454910819703
